A,B,C
35,0.42261120902623817,91
80,0.4684787694626189,76
86,0.47770298524251775,95
8,0.7214644266759106,2
96,0.32617080364343565,96
75,0.34169670261096985,35
81,0.07806949242514727,26
19,0.006094671033194721,20
10,0.8582687108421874,94
98,0.06949081812570479,42
97,0.054940287958674006,55
15,0.4994591411470023,87
69,0.19951467812415147,42
42,0.43245225193353687,85
38,0.6666305777006137,73
23,0.6545504904264418,36
19,0.0818665892412298,50
32,0.8793442084913694,49
35,0.22339135859377024,87
78,0.396601045039345,6
60,0.2198865520507417,86
98,0.49611960949448586,42
86,0.22078235934125623,63
60,0.426891461431709,99
62,0.42650145276129614,7
59,0.8544433122196369,28
93,0.48739636137967257,8
10,0.08014661808234058,75
1,0.6250912691701992,38
79,0.7640458667265938,10
50,0.6339401808786949,96
29,0.20255698123676946,94
73,0.03405708307285671,3
24,0.5251176245399092,21
16,0.88000419196538,34
35,0.1903435026440522,16
63,0.38322012151441043,12
57,0.18831916560960005,45
70,0.6523861423951143,47
56,0.9948812937697067,14
18,0.11018514443698868,49
10,0.9086362701419844,36
67,0.5379326873266662,2
90,0.21111558755208748,51
95,0.5124598551631617,84
30,0.19774047055863686,23
39,0.9827259923494298,58
58,0.43863970571182653,3
61,0.2530924023866583,52
54,0.9795560969280773,63
92,0.9376649489727962,8
83,0.75180090796472,68
36,0.7226935943612166,79
83,0.9452683056806871,26
87,0.48606882889302505,85
99,0.73977994118706,81
55,0.06240328159816699,90
59,0.058590164719222515,84
98,0.4308281790834695,59
54,0.1722485394096338,25
37,0.5377951810357442,41
37,0.6452903792917868,58
83,0.3212120007000411,42
27,0.33220168822770546,79
6,0.10858301464184483,70
86,0.7082295912898748,90
63,0.6722464323973902,17
53,0.15219164006965802,33
26,0.39689739490284404,9
67,0.34450751515151756,32
95,0.4228259972350301,70
43,0.4557719381926857,62
49,0.9144047525583798,25
7,0.22284502198334633,53
46,0.6199174113420174,28
56,0.32596710319388356,94
96,0.3970376041336041,8
30,0.6319386728967142,94
31,0.9219137633748382,98
15,0.34767224910754924,42
90,0.9324535106789449,89
17,0.7560211453616162,73
62,0.7928050876726855,66
7,0.23788949627028255,71
49,0.5678198360685253,38
35,0.9535038015416832,13
5,0.8494500008645494,8
48,0.7280393604952387,38
35,0.26428569496079934,97
97,0.6058305194680284,99
21,0.2663753772538696,52
56,0.35367850660390354,38
69,0.5797399755695648,62
25,0.5918468385074049,8
96,0.08468968974571167,74
13,0.9535809812167336,18
92,0.051329712216971024,88
4,0.5584260624509787,95
46,0.6289104902307531,89
91,0.4947802694395961,40
15,0.10953157159465576,50
35,0.7864218861473039,93
55,0.35436502690110383,16
43,0.8343130320855855,15
39,0.49316914396354394,95
50,0.07581776611444813,85
59,0.2053781576483903,17
37,0.593032022780406,33
53,0.7530980510603382,22
47,0.5260034131375182,35
26,0.9356861698438597,11
19,0.85439241599006,67
36,0.6632936532068885,66
87,0.953819547961346,13
70,0.885181217254787,33
78,0.05780083495477051,91
65,0.8566177845363585,27
17,0.3518624969237908,96
57,0.6698754042611473,68
94,0.019395597246293916,50
39,0.10268594059511849,42
4,0.3785548372459129,46
38,0.7921659834907016,69
61,0.23878457941251763,97
65,0.36385442289546355,94
55,0.6146653516928433,94
19,0.9160942284722569,14
56,0.8298543914039431,78
56,0.9463359689611636,31
82,0.344617861675496,72
20,0.998050154069712,5
80,0.3348932410750074,85
77,0.07567258327207205,10
1,0.8236709300113492,29
64,0.248527050524875,35
34,0.7744960499129977,59
35,0.24512739194562028,54
54,0.7189511790187428,51
22,0.5354674634102056,70
66,0.5621213776558546,14
50,0.3227385638251111,66
69,0.3853853778929014,11
77,0.6659632819378337,19
71,0.7609741266035019,25
16,0.061567857713880625,57
27,0.16742369893084752,32
25,0.3476503864766821,25
87,0.2226520663851842,44
45,0.3886958529814416,80
20,0.19718178697002586,71
77,0.8151124176107929,94
6,0.6384199831346318,95
97,0.5801108523051236,22
18,0.1331325462703149,42
98,0.39467584013156765,50
86,0.4418654907255065,81
24,0.6517604414469435,27
4,0.22938644914390838,56
90,0.29026598928200886,44
23,0.15706384303541043,54
27,0.17594938532580495,86
27,0.04569549242724069,19
55,0.5854746000385341,16
6,0.3429015266968345,72
68,0.8649209915133599,43
7,0.6623858515571706,13
46,0.6531021661094233,20
68,0.8924827812056297,25
13,0.4448060262942183,67
80,0.14763790449721526,46
24,0.8449744362517166,51
97,0.3582209206947081,1
61,0.5989482451952207,21
44,0.1614822273585541,37
35,0.1882783011128698,6
51,0.4690805415041357,97
43,0.09654680652624714,32
51,0.468381232282295,39
24,0.8868756519368484,92
61,0.004983072210392181,46
55,0.06999256361534656,20
34,0.7503702545853244,46
7,0.5341771714142864,44
9,0.4026031437463633,65
94,0.04176528488857156,90
68,0.34550822753614374,38
17,0.8378723404806121,49
1,0.20093705282769958,15
71,0.49633845090783624,71
55,0.8543375274570802,2
48,0.6002254775122148,97
68,0.010990250269818036,43
13,0.4888206965780614,10
81,0.1317865950542666,54
8,0.5832065291290295,20
68,0.5187439388327546,94
49,0.7490155637561176,41
34,0.41136198534826907,51
68,0.7006610079761054,17
36,0.5957341001921007,45
32,0.6187109934951441,73
63,0.3276824771561392,80
42,0.2785228780818948,63
39,0.726129255614343,51
83,0.5392188211778977,10
80,0.8831370576828476,58
1,0.582151091180174,55
73,0.3834817693901442,39
69,0.18661265547828632,75
83,0.2889715948846443,23
91,0.7017037608689392,91
67,0.5771623541780503,70
46,0.0889166518042066,12
8,0.839804537945805,25
35,0.8154296584195123,46
52,0.21608600795441335,33
37,0.5078614041215337,27
72,0.5664263655997418,24
99,0.5719736518080855,59
89,0.9300808009275454,68
28,0.6457669338685955,29
51,0.45326672742870044,19
45,0.2509136276994145,33
66,0.9592657383532607,38
67,0.8698131075247225,79
62,0.5970475545471313,35
93,0.5758660258127315,81
93,0.0387215606657314,23
46,0.5099723884312409,77
81,0.15646288626339155,2
98,0.5545928129438442,37
18,0.5104781601040567,2
71,0.6180298031890161,48
99,0.6895675447307047,15
38,0.3917806316186072,44
86,0.707659530568181,97
36,0.6806519661006473,6
99,0.358427752012193,67
62,0.9269619470770646,92
18,0.0003851454014639488,49
80,0.18006678934963438,31
53,0.04116585126319816,76
37,0.275988940558638,26
92,0.19598287019388227,93
64,0.3625714704994506,90
83,0.7114736773678069,85
40,0.28326599337974767,10
47,0.23800217712593663,1
5,0.6226153912216179,44
4,0.44895912459933085,2
24,0.40452451503840203,42
53,0.8433897161081465,91
77,0.9383511457780546,81
68,0.9927269969845305,25
84,0.7440966215784952,3
77,0.7374065546990559,2
50,0.27877186868652803,73
86,0.1326016497295457,41
51,0.16846877606259614,72
95,0.16979704960860365,90
76,0.6985611066347303,85
51,0.5637348186086036,93
21,0.09558522560723726,58
90,0.8906923270205959,99
59,0.32719905329913945,82
82,0.1745502028315623,5
98,0.7893991735936693,22
15,0.7782915355126722,20
53,0.909526553323092,70
83,0.8332246073224131,68
7,0.8934204253217634,72
88,0.1956820021708343,35
69,0.849777358319908,76
7,0.08950766423681178,45
12,0.6897294527425424,94
87,0.3198146253400229,10
77,0.5973410291551459,91
3,0.061530521826583695,87
77,0.6956932905152827,97
8,0.14020457990373003,88
61,0.15038726541284475,64
55,0.7808979692583998,20
39,0.529206430487452,18
23,0.8145184390631168,76
26,0.5379896384013022,75
93,0.7643061526864906,56
8,0.03574284918835513,65
82,0.5117162132811559,61
19,0.45002185395390315,34
22,0.86776265493552,75
42,0.13634602809075225,63
54,0.16336053258751693,69
77,0.018158626963504898,88
82,0.9093757748126338,89
31,0.9373374068556536,9
2,0.04839380639109114,22
72,0.5533780249739756,93
30,0.14320806055161373,67
16,0.3032407173141949,58
57,0.6591393673548628,26
92,0.6490719975401021,74
18,0.25023796767529627,5
68,0.3066580154991333,98
37,0.9096532660077231,35
50,0.7713243299760264,25
39,0.01874038475537121,77
50,0.5846773573488775,8
53,0.6068603240955261,99
87,0.4596043696656976,2
69,0.4655115669342468,74
39,0.017415379556859012,18
24,0.5294018675685437,12
47,0.7049903512498771,54
77,0.5311087711620943,88
78,0.05625483990128033,59
17,0.20214201310245505,64
68,0.5600305016678425,34
97,0.8519487625929075,35
75,0.6854340212658703,88
62,0.7789021004890851,33
55,0.5576309752523384,34
63,0.16599203478282987,87
34,0.10995619465124562,65
46,0.3442447784594336,36
73,0.9068778904484283,97
33,0.7617490836753047,96
77,0.8057184952367062,52
40,0.9279940906297446,45
26,0.2635046726074123,99
70,0.08165187584571676,38
20,0.7832370536550903,98
8,0.10892353593326132,67
63,0.5630864415110448,93
84,0.20442368944381983,36
41,0.2073920768186348,47
53,0.5333618189936454,5
49,0.7770982577207202,20
90,0.09462253317298597,85
57,0.12829276583443705,57
73,0.36392887721996536,84
27,0.05265724790034676,41
34,0.6085511730768597,24
8,0.6562717394764703,33
15,0.05163696072310553,21
30,0.5059849961284872,54
56,0.5038730693822988,71
86,0.7939928936324915,38
11,0.8630922523515463,54
15,0.9521739859517908,13
51,0.37886293402566185,72
17,0.547542762698512,33
8,0.681020002985988,20
22,0.3208261804752318,12
90,0.9541849164266887,74
39,0.7259613903483986,50
26,0.8596262344163772,28
56,0.180961381051985,40
92,0.09039896608138798,61
64,0.9487806649095847,18
49,0.19612091430953293,41
73,0.6628047543976293,93
11,0.41789487874669395,68
4,0.36730033203796353,27
34,0.02879836629688748,88
17,0.8372821253907631,2
62,0.6902737377861635,31
39,0.5679018041252372,70
48,0.28594358977111645,36
10,0.813202693777544,26
67,0.10845968254977556,48
61,0.18078141524977687,16
89,0.6118750474744556,2
71,0.6475108877429687,82
18,0.24343379931427478,37
18,0.12243587852644666,57
97,0.5211042151165008,28
43,0.09499948418507076,19
80,0.029264316272970214,90
98,0.9277085837202477,59
3,0.9657522124983083,53
46,0.8073764275303302,8
6,0.2984828704361876,98
91,0.9282443142668784,44
83,0.7257743248128371,97
44,0.6119318236817735,37
13,0.7871635221122207,97
41,0.5812088866676323,53
47,0.10888621725199987,19
23,0.898111100000235,31
88,0.7082452248948456,14
23,0.16754919924518097,35
71,0.5927394001133123,86
74,0.6781483497715202,56
34,0.9638247813688009,49
51,0.14311063047526207,64
93,0.11986040579010082,40
84,0.9105277661416104,79
96,0.5820915508420846,9
12,0.32874370949041964,31
7,0.15364434560665674,42
26,0.7503238489211487,45
62,0.578657011675874,4
15,0.7242806274831673,56
57,0.7400633532263488,30
58,0.21529889642713496,38
96,0.0177540670163141,17
30,0.6589543120107629,9
55,0.9424422844013579,40
29,0.8926899840308123,31
44,0.1646742566344498,68
61,0.9268340014212285,57
13,0.007357287580399885,62
51,0.22795799175507425,64
64,0.3034077545178918,57
1,0.23729103461137435,79
55,0.5232687344204315,3
48,0.17901337436921128,41
70,0.6520444080517098,43
91,0.24145495501991432,54
81,0.923930006055212,16
97,0.035073617840172266,48
97,0.9139521819517656,53
47,0.16580270343689973,29
95,0.5460498917613675,82
14,0.8494650778823488,7
60,0.9784968227137837,14
59,0.4252776949789858,69
64,0.7582300752286065,83
26,0.3208543219852592,51
51,0.6228344456305418,72
7,0.4690886395294147,51
72,0.690342294650198,55
37,0.6147597511291756,24
94,0.8329976069779736,99
7,0.8104566611320464,2
72,0.29651586791732565,95
11,0.7207829282915653,25
53,0.2399770703252999,28
4,0.6575688555082287,27
89,0.10683730140362035,7
7,0.6944291522001227,53
43,0.2916879738775362,30
35,0.3678986063635754,27
34,0.2797908860746048,22
46,0.2805802793194604,42
15,0.4026702071009026,78
30,0.5948559482395218,3
16,0.8985970046379884,7
16,0.37090192025237856,93
50,0.6594432811967325,49
79,0.7342907894280084,63
38,0.01940990476515958,17
26,0.903910150391053,54
74,0.3583859572575835,6
70,0.8228940454021237,80
54,0.4748471843849029,7
49,0.22534099570616517,78
14,0.32423522543076033,92
9,0.8519226460874073,97
95,0.5072890377595275,36
94,0.10013512644317513,60
78,0.11924560000847473,53
51,0.4819728310626378,33
35,0.46089520695065656,65
34,0.20584371605975527,12
79,0.1775055123169813,93
15,0.5126470502045043,72
47,0.7898555537404379,1
23,0.48419354178621266,65
93,0.9472725838752097,51
89,0.6661256080767766,51
5,0.2991642548168659,44
10,0.32606257333472843,31
68,0.6500944616371241,8
49,0.9620475465884891,6
96,0.3683991512952727,81
44,0.9829199408771115,54
82,0.7920919394200108,67
76,0.11453997634070257,38
32,0.6661733499578861,35
24,0.9249374567189865,18
24,0.03259551315933562,57
95,0.008809413850988546,69
57,0.1305637302725583,72
28,0.20874255312007617,47
82,0.3634463682074851,62
63,0.9713498892108661,69
65,0.5164884397279078,80
22,0.6695024100628375,3
52,0.2535943473745714,81
92,0.20362679397345418,66
72,0.7304150997962285,55
36,0.4802276012056901,49
9,0.17970441213396637,47
21,0.19397865342958132,34
30,0.4393609582508169,18
7,0.4183958951530282,93
45,0.5882004121684744,11
61,0.1659860914346406,95
21,0.23332956411264005,96
34,0.9203408779521015,20
18,0.468930399246944,99
85,0.37135554965482387,10
87,0.4193880474740991,85
48,0.00942737679835004,62
6,0.3788371483245011,1
6,0.8026274147948664,29
46,0.9357741934850654,23
83,0.6335841051518802,63
47,0.9334683666089003,47
95,0.1141147940837327,22
60,0.1460530169926384,2
40,0.39384244264759116,53
31,0.37893152660716767,9
20,0.08968811250490483,79
56,0.24198925477597644,59
4,0.6466422686741257,83
63,0.8254690516218419,37
60,0.8614896891463943,35
84,0.08036106370053331,57
21,0.5040062597346218,98
49,0.13432038982630423,84
52,0.042040664071557377,47
45,0.8575846009097663,92
3,0.15380352838533817,8
19,0.45546752060229323,13
23,0.6199115295908922,70
6,0.13142816249789813,27
61,0.3466160052377113,27
69,0.3619367700113316,89
93,0.18342856545873154,70
54,0.7588445183373201,43
87,0.6326457421961116,97
88,0.38113823558803284,39
49,0.16467405574638094,83
18,0.0929459840339768,67
5,0.2670250711463973,9
88,0.42795680189438967,69
31,0.9029022089260123,31
67,0.4021497543191006,7
20,0.7880637385493583,64
48,0.6927683066000582,97
82,0.7372863795796233,64
73,0.1925056946576672,11
99,0.9833843991296716,71
53,0.44081319215824644,78
41,0.46061389508471706,18
89,0.6631434115287825,56
48,0.1507234223025502,72
24,0.16683808360848607,14
76,0.5930736400144047,52
37,0.0900113920435961,70
68,0.8942025446114764,67
86,0.9561801241645953,38
78,0.4545288235255994,34
39,0.0557346408530659,24
18,0.9388738768722141,70
11,0.8493101987375244,55
35,0.4767820666639433,21
34,0.735673523503478,34
13,0.05110128023668259,24
48,0.40008590418243606,92
6,0.94184546607099,89
28,0.348847736514478,42
1,0.9722926577183788,14
38,0.0650800492665895,23
79,0.9527505325714148,76
70,0.06899472804023332,61
98,0.0465197251775632,56
57,0.637813502740651,99
68,0.9557117212843231,99
86,0.9682702159781422,60
21,0.5707295059596355,14
27,0.885544511154513,40
68,0.7884107293933829,11
7,0.26838534087203925,79
66,0.5813838139412003,12
43,0.6177627240637368,7
22,0.9534768712502703,21
89,0.7378060031961907,45
22,0.08168719352569709,87
89,0.026089878598474447,91
35,0.7180309605670095,56
79,0.4606940108644012,43
17,0.014468928144099724,84
55,0.496243234751769,25
60,0.8683610327166772,39
7,0.10635043597705052,39
83,0.45435524755588086,16
62,0.5692235022596437,60
34,0.9687615268165466,51
70,0.7090190850750898,17
82,0.5238339617721883,86
24,0.7099902489472797,14
33,0.7314101123028444,22
32,0.7992916144207238,48
91,0.9868175088700167,11
48,0.9310262457243739,77
96,0.12752732022593938,25
89,0.9537315437635657,1
73,0.2658725104972227,62
87,0.5613052035033025,4
7,0.6593098458051128,72
26,0.5049378688603493,52
2,0.6932941359510337,36
15,0.05104681830321467,92
31,0.5168496013170383,70
72,0.47529483250568816,55
78,0.9307084327553028,18
3,0.430704711371782,59
4,0.07288628684049703,43
76,0.5125970233856552,17
90,0.8279607736781448,28
56,0.7441904317047383,50
17,0.9570782464714885,72
38,0.2077344109561997,72
92,0.540684426319329,77
99,0.9777537697654901,25
17,0.6121530902909098,1
77,0.42221075618666104,24
98,0.07375223757475435,51
62,0.559318486939887,91
95,0.9645254047833915,75
63,0.7610978924018762,90
82,0.5690990471111553,37
46,0.6419003343358599,10
65,0.11567813440482622,4
67,0.34728561286029647,11
54,0.775559754373418,95
39,0.734553607217805,61
85,0.7101642750338366,72
33,0.9042198325022204,33
81,0.1368527419793657,52
48,0.1934528801429023,50
51,0.12978687668483946,9
61,0.5401924210828535,63
81,0.6781754971417838,60
42,0.08557249940767153,25
64,0.4767456170246801,92
57,0.02218147421955008,89
56,0.1261224563792419,85
50,0.7270545374162048,79
84,0.9739586286972846,69
97,0.9211120144612946,3
94,0.7171418267086331,45
23,0.6790368264230607,93
72,0.27266292437836925,59
17,0.4331705769880261,74
93,0.3302817215414853,38
15,0.3449103701224555,35
38,0.396425136372876,64
62,0.3285679389798286,25
56,0.32734037263862603,15
68,0.8726415067809491,13
69,0.33897063382178494,95
80,0.7361570055293537,78
49,0.2820621761443839,8
58,0.9904743290299781,36
49,0.3144948500490806,62
46,0.9659812929373579,39
42,0.8784698390201343,79
38,0.9956341796126857,47
94,0.31145629323221646,69
89,0.41427259238418335,48
45,0.4724806975936182,98
14,0.2720676961896997,53
56,0.10063688597072795,61
41,0.03465791877815694,90
74,0.585580855427439,36
58,0.18093745272274453,11
14,0.4612429147531645,19
1,0.9027192891017433,16
30,0.7835592427856684,49
43,0.355746816345727,68
56,0.4858340726036888,25
14,0.13808318653534024,14
75,0.4761383632317664,65
49,0.2678949517946073,16
18,0.6648007953057953,9
44,0.27690727604682785,30
42,0.8005551202836355,87
93,0.8647896225934192,29
69,0.5875038602394591,41
88,0.3439302855579699,71
17,0.5952151486878158,27
18,0.49996357387845713,8
23,0.03962765695762949,95
15,0.09968795684764287,74
8,0.07440304377711815,6
33,0.9814061752805802,90
5,0.1471477339495767,38
65,0.6476063471303071,86
48,0.12237477818934595,35
16,0.37153486489544374,81
65,0.0386025910091623,48
60,0.4427758203641339,33
96,0.07790461476691024,90
64,0.17833969242556447,35
84,0.8327035053529762,12
36,0.08861599766287409,8
36,0.24239802978014713,48
8,0.3235390502285659,31
54,0.5775005454522943,27
27,0.8424331874443055,71
20,0.3807162350380302,33
26,0.7785455616332753,8
86,0.36258932769165375,68
85,0.5381410345123379,45
67,0.7203057926391705,43
26,0.5564856767817904,21
78,0.7753222615654736,80
76,0.7758716891184715,10
90,0.7925889848910875,40
54,0.06206570770450548,52
55,0.41082843665361357,39
13,0.7060497280695193,20
33,0.7116607286315461,29
86,0.24347647085359847,40
19,0.7679867951122756,7
96,0.3760306249958253,48
59,0.8886357263586881,7
1,0.6587135589222937,37
16,0.865538499436478,99
65,0.7067314339277709,95
74,0.9760847198093278,64
84,0.1446449156800229,68
13,0.7336690910225753,1
81,0.5451646126129239,13
97,0.02386392908440471,57
70,0.36532610134664056,64
17,0.2190611305234732,36
83,0.012300096505092117,24
48,0.9797031152953931,89
31,0.911815462830856,58
83,0.5993179049384704,75
43,0.32179764521979803,9
6,0.632772539089823,58
21,0.0051866844027251835,47
72,0.9227985926658805,49
74,0.03979152944622211,2
92,0.5297920588826449,10
52,0.04223851010038826,97
67,0.40963409107562554,30
24,0.9231289219992436,90
77,0.26367881038038077,55
71,0.13307026272404487,3
62,0.3906805858567943,31
31,0.07433001026548058,3
17,0.37749012730550435,76
1,0.016325952974529767,68
86,0.2951393523859408,10
15,0.7884878346177107,76
94,0.04112545619321939,27
37,0.613483873851303,20
15,0.1348213663018656,49
65,0.8311641791150056,9
71,0.08592111134707481,59
34,0.17156844908510727,74
62,0.5182455813403702,32
4,0.9604588084585414,89
11,0.146123617730472,40
15,0.5160442688020332,86
88,0.2174803796005189,54
82,0.17243889884943153,34
35,0.6460586227286357,34
49,0.8438291060853678,85
15,0.7011169823160915,59
64,0.04421255772002386,10
20,0.06954151222741445,19
21,0.9719924388380256,97
47,0.8232164262079545,61
71,0.1807608836064135,83
65,0.6471769469955992,71
81,0.12088583517776008,47
46,0.6367497367330189,4
96,0.5750524471626436,72
32,0.8417459823457458,82
50,0.9721624166693191,41
75,0.10262159246467617,75
29,0.026648308126504316,18
99,0.8929859592194128,4
68,0.2787345111085713,12
84,0.7607973069119622,65
29,0.13590607406191402,93
75,0.992856409449149,24
33,0.12118303763897242,30
10,0.875214695589542,20
13,0.5147978022612375,11
5,0.6631687915524264,63
5,0.07428480552310457,30
88,0.9433645558441244,65
86,0.8896767832768796,11
29,0.4160673141054658,84
38,0.22242092942076763,16
34,0.11912752081988964,48
2,0.04743977362351759,24
41,0.17838161400018104,23
41,0.011512459003915954,19
23,0.11396102546306552,10
73,0.5571609067465354,25
10,0.0011223959909627546,79
4,0.1143169544032171,53
99,0.5238760874141178,86
56,0.03139811625400635,52
80,0.1667222879336836,12
50,0.03487470971131257,47
6,0.8015810895805778,12
18,0.7637993075459258,15
38,0.14125613290353478,36
20,0.5686237880012508,89
79,0.7939148804514403,20
66,0.32781116924615994,55
59,0.9284516542374607,32
74,0.6986378815776332,96
30,0.8340407753332086,17
40,0.7444687362404149,92
67,0.8975274449749179,76
91,0.4864837314620487,5
95,0.5920343930310678,23
41,0.7724939715583711,80
40,0.4545718874127239,48
97,0.06785492022585649,92
76,0.6125512139031952,98
30,0.028759996263498788,4
75,0.9870614711467796,14
27,0.6073044681587204,40
76,0.8831048545310939,66
65,0.5141189309283558,19
35,0.09161184681506851,49
70,0.8679110638441502,82
26,0.6231975875493095,62
78,0.900920970453743,46
71,0.9228035948160362,20
52,0.9748898653196418,9
23,0.20067217856488728,38
32,0.9102317631531794,87
82,0.777799245273866,68
75,0.8630440386362108,8
13,0.3685334788459488,89
69,0.8808551185961827,56
35,0.3086682339166905,19
72,0.8984775810089136,34
5,0.8764157273829823,35
65,0.4909822454102233,53
24,0.690671628225589,89
99,0.006416576199192892,74
16,0.5750115161748091,41
19,0.5471320193940741,12
40,0.916064499025078,47
67,0.9604545519507783,43
10,0.1941390043362552,29
26,0.0842806881757413,79
40,0.2225685909643218,92
61,0.19482802045668068,90
18,0.4299092796804387,57
20,0.27513043167692786,83
6,0.4049226042101566,15
54,0.7727262987813929,15
1,0.5757815948530887,80
19,0.15228741257562928,83
82,0.7302321407831477,99
72,0.45427277566858737,31
83,0.0633237828892671,16
33,0.40218559449298896,33
20,0.3528353438933819,43
72,0.21879339072294945,78
23,0.6360612776462093,48
37,0.6072764341547722,54
96,0.9664453947005971,5
48,0.0380315823562799,24
74,0.4924756048262221,70
90,0.3608951389119279,12
41,0.4317530361173274,43
24,0.565821516057806,41
48,0.20553303909504317,23
77,0.9849939096498666,12
29,0.056564590719033414,98
23,0.7342478422548162,1
59,0.7987379877800649,92
96,0.8485959295097312,84
38,0.25456386287299204,50
17,0.9555475786993813,75
41,0.5296363052502439,7
39,0.17060921958318354,94
55,0.8147329590741115,31
31,0.26774121545412644,88
86,0.8502329560722791,2
77,0.5792185353560669,34
76,0.3164079897918347,42
78,0.33749898943515244,92
64,0.1909119701127009,83
90,0.09775712502938094,76
42,0.845062554463486,68
18,0.20277817053439284,79
73,0.6026671483737914,48
74,0.6760434962760201,67
20,0.06313828594992055,16
88,0.7890570689264909,73
92,0.15027095677418267,86
36,0.10975571807680318,85
46,0.3066051934545043,98
79,0.4717481404191608,60
30,0.4498921032726677,3
71,0.69386644379636,34
27,0.5237662394406503,51
56,0.6809954771820237,33
94,0.8813785599974407,24
6,0.30312259293664556,9
9,0.7034251254623598,99
99,0.8404715201764965,77
88,0.8071713689288461,95
3,0.7793617022936365,86
57,0.17089693698124575,33
29,0.8113916029809063,46
89,0.5580392365856698,84
61,0.3451279444229741,13
45,0.3086962164553849,84
64,0.13416600909925624,25
17,0.019197053174613954,22
21,0.791493849961667,21
12,0.6021810573255286,16
79,0.7915747158998623,78
82,0.933032314517776,91
90,0.22555003324809386,22
22,0.8042474077488839,14
91,0.19837776743051994,28
71,0.6110179096962358,86
26,0.446178223043483,98
27,0.8354426805406486,94
68,0.2813832150271772,73
49,0.8966169036827804,71
42,0.7952315983802292,76
93,0.16374977446598216,76
8,0.4807188197884764,39
97,0.6022375197175233,76
8,0.22882527288110788,64
51,0.5807492190781879,76
15,0.23801925784179223,26
58,0.49251715742354163,65
98,0.2172565502073296,84
51,0.7885769190118997,28
26,0.5327010358821245,73
75,0.8614379017167317,1
4,0.8145036270249933,66
44,0.8019340848727546,9
79,0.13226275867272852,66
31,0.13938940197051175,61
4,0.773513417800615,49
55,0.2812953437440231,60
3,0.12815792618242683,38
92,0.48686827766012897,61
49,0.4712386380323811,63
96,0.5259036566285439,48
60,0.46635446324756835,11
28,0.4957161241295799,31
25,0.06214096294029703,37
18,0.08409898344592981,79
72,0.31492790007304794,8
6,0.5559767151973836,27
98,0.9451967847709642,18
80,0.9816154256939562,24
88,0.5694314530160562,42
13,0.4955449507812191,23
64,0.8411878957347904,54
23,0.3402241738173193,60
16,0.3053421682340126,14
78,0.6084084353058599,44
23,0.3194206450218873,53
53,0.3154806593283619,47
36,0.12295647130231468,2
18,0.43145614112366193,77
9,0.2837426746992736,79
32,0.6863763846483125,5
32,0.7003660530990896,25
67,0.6572908695358151,51
80,0.3375911094238696,53
98,0.6423497663006236,99
9,0.756875699265053,10
56,0.6141629994726728,12
78,0.7109567179461517,34
71,0.9263573726553955,37
8,0.43565242543508564,38
18,0.5842794451118241,61
87,0.20118447462769928,35
49,0.9448895210105367,76
88,0.8705324566362003,10
51,0.5138694533623607,28
73,0.16307094809271205,57
14,0.4474509766975113,48
71,0.03950588987631898,42
75,0.8866339121352712,70
78,0.6290067685491721,22
3,0.19670234734046843,65
31,0.45530139995418595,76
48,0.8756883543107967,21
86,0.8300144266532611,50
98,0.39345858518576116,21
1,0.5086934882513784,92
7,0.06673950311356658,82
48,0.4145049449924254,13
25,0.2430219281720163,90
30,0.08975502005450176,53
35,0.4546193517899936,18
75,0.11544167964050545,27
6,0.6935833728471683,73
61,0.9532321101756628,35
30,0.6382455773377933,70
2,0.5915533597673542,66
31,0.30824317654481226,45
55,0.3911999281122711,44
52,0.27016153183259684,5
52,0.6151034601112185,96
6,0.8093914573834651,15
62,0.10705323024395119,9
35,0.9324569508315028,9
22,0.684833185500531,90
40,0.1632003839491183,71
73,0.9534981491898162,57
8,0.710458751487675,3
64,0.13833871845570345,98
3,0.9959807658509688,24
75,0.05509592686399856,84
7,0.5529806526773976,57
82,0.5607658602337211,52
26,0.005135135153095605,64
61,0.5737721228844642,98
72,0.8456532160905782,25
64,0.3890056699894904,19
86,0.3158352288111703,30
70,0.5859526611501938,87
79,0.687536998819402,41
66,0.8756699931396141,7
30,0.8045227604273312,13
17,0.3725760654864606,12
18,0.9499300921803809,19
14,0.9288474493370468,85
94,0.5338446254639444,16
36,0.9426744543951455,80
78,0.24494300551350812,85
56,0.015297154066248098,90
33,0.3828937610777263,59
99,0.1410202780235792,46
7,0.7442652435751415,76
53,0.6948882870380543,91
84,0.6368778814495454,10
64,0.7622010955557894,61
34,0.06646685612703174,57
27,0.1728545561902758,97
39,0.9169120396485986,20
16,0.8757408308022848,97
5,0.10499972923349554,35
98,0.4350333636340954,1
9,0.8156168708347833,18
74,0.5408626231472184,21
98,0.24348724159584723,88
18,0.9277770188270933,17
56,0.4544374041552005,91
51,0.10650367279172446,51
44,0.30299671018628904,50
1,0.8721471556173995,37
8,0.8821241465535313,20
38,0.26721972746156286,55
92,0.7635650938468623,11
76,0.4334967561992248,36
25,0.5476292012960708,28
72,0.23337338065894242,99
67,0.09830628359909677,57
81,0.1428241790023268,99
68,0.06909195396993772,85
81,0.9913025390674131,98
24,0.3449493196658058,39
63,0.4714840229395689,15
36,0.31342745584601883,52
5,0.7455740990268803,47
3,0.6338054432742009,70
33,0.5622609851774334,27
61,0.06227854175985703,42
9,0.83965168857966,39
88,0.21106884229713285,78
34,0.6227963283257372,46
56,0.07335473758361954,93
